puntos_historicos;fecha_afiliacion;uni;genero;nacimiento;hora_afiliacion;dia_afiliacion;puntos_gastados;shares_totales;categoria_dominante;recruitments;concursos_participados;premios_canjeados;tickets_canjeados;difference_last_and_first_share;difference_last_raffle_first_share;edad;shares_frequency;quality;quality_id;sistema_registro;densidad_videos;calidad_videos;densidad_concursos;densidad_videos_semanas_registro
0;2013-12-01;NA;M;NA;23;Sabado;0;0;NA;0;0;0;0;-1;-1;20;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;Somewhat Low;Somewhat High
2689;2013-12-01;NA;M;NA;2;Domingo;0;4;VIDEOJUEGOS;0;0;0;0;1;-1;39;0.25;Lost;2;Recruited;Somewhat High;Low;Low;High
0;2013-12-01;NA;M;NA;8;Domingo;0;1;MISC;0;0;0;0;0;-1;28;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Somewhat High
0;2013-12-01;Pontificia Universidad Cat;F;1994-12-18;14;Domingo;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Through video display;Low;Low;Low;Somewhat Low
0;2013-12-01;NA;F;NA;14;Domingo;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Physical campaign: fair;High;Low;Regular;Low
0;2013-12-01;NA;NA;NA;14;Domingo;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Facebook campaign;Low;Regular;Low;Low
11102;2013-12-01;Pontificia Universidad Cat;F;1993-02-26;17;Domingo;11000;62;IDEAS;0;1;1;2;53;13;22;0.854838709677419;Daily, for a month;3;Facebook campaign;Regular;Regular;Somewhat Low;High
0;2013-12-01;NA;F;NA;19;Domingo;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Low;Low;Low
0;2013-12-01;NA;F;NA;20;Domingo;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;High;Somewhat Low;Low;Regular
0;2013-12-01;Universidad Tecnol;F;1993-10-18;20;Domingo;0;5;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Recruited;Low;Somewhat Low;Low;Somewhat High
0;2013-12-01;NA;NA;NA;20;Domingo;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;Regular;Low
43;2013-12-02;NA;M;NA;21;Domingo;0;3;DEPORTES;0;0;0;0;0;-1;41;0;Not captured;1;Through video display;Low;Somewhat Low;Low;Low
144;2013-12-02;NA;F;NA;21;Domingo;0;3;CINE;0;0;0;0;0;-1;33;0;Not captured;1;Normal sign in;Low;Low;Somewhat Low;Low
0;2013-12-02;NA;F;1992-11-10;21;Domingo;0;3;VIDEOJUEGOS;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Regular;Low;High
600;2013-12-02;NA;NA;NA;21;Domingo;0;4;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Somewhat Low;Somewhat Low
72;2013-12-02;NA;F;NA;22;Domingo;0;3;CINE;0;0;0;0;0;-1;45;0;Not captured;1;Through video display;Somewhat Low;Low;Somewhat Low;High
133670;2013-12-02;Universidad del Desarrollo;M;1990-08-29;22;Domingo;133300;75;VIAJES;8;11;0;459;373;342;29;4.97333333333333;Weekly, constant;7;Facebook campaign;Low;Regular;Somewhat High;High
558;2013-12-02;Universidad de Los Andes;F;1993-03-26;23;Domingo;550;4;DEPORTES;0;2;0;2;11;-214;22;2.75;Lost;2;Recruited;Somewhat Low;Low;Somewhat High;Somewhat High
0;2013-12-02;NA;NA;NA;23;Domingo;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;24;0;Not captured;1;Through video display;Low;Somewhat Low;Low;High
0;2013-12-02;NA;F;NA;23;Domingo;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Physical campaign: fair;Low;Somewhat Low;Somewhat High;High
0;2013-12-02;NA;F;NA;0;Lunes;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;Somewhat High
16;2013-12-02;NA;M;NA;1;Lunes;0;3;CINE;0;0;0;0;0;-1;27;0;Not captured;1;Through video display;Low;Low;Somewhat Low;High
0;2013-12-02;NA;M;NA;2;Lunes;0;2;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Through video display;Somewhat Low;Low;Low;Somewhat High
0;2013-12-02;NA;M;NA;6;Lunes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;Low;Low
0;2013-12-02;NA;M;NA;8;Lunes;0;1;MISC;0;0;0;0;0;-1;26;0;Not captured;1;Physical campaign: flyers;Somewhat Low;High;Somewhat Low;Low
0;2013-12-02;NA;M;NA;10;Lunes;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Facebook campaign;Somewhat Low;Regular;Low;Low
0;2013-12-02;Universidad de Las Am;M;1983-08-06;11;Lunes;0;7;MISC;0;0;0;0;0;-1;32;0;Not captured;1;Through video display;Low;Low;Somewhat Low;Somewhat High
0;2013-12-02;NA;M;NA;12;Lunes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Low;Somewhat Low;Low
0;2013-12-02;NA;M;NA;12;Lunes;0;2;CINE;0;0;0;0;0;-1;26;0;Not captured;1;Normal sign in;Low;Somewhat Low;Somewhat Low;Somewhat Low
0;2013-12-02;NA;M;NA;12;Lunes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Somewhat Low;High;High
0;2013-12-02;NA;NA;NA;13;Lunes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Normal sign in;Low;Somewhat Low;Somewhat Low;Regular
16;2013-12-02;NA;M;NA;14;Lunes;0;4;DEPORTES;0;0;0;0;1;-1;25;0.25;Lost;2;Recruited;Somewhat High;Low;Somewhat Low;Low
0;2013-12-02;NA;M;NA;16;Lunes;0;2;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Facebook campaign;Low;Regular;Low;Somewhat High
5974;2013-12-02;NA;NA;NA;16;Lunes;3200;7;MISC;0;1;0;4;0;0;27;0;Not captured;1;Through video display;Low;Low;Low;Somewhat High
0;2013-12-02;NA;NA;NA;17;Lunes;0;0;NA;0;0;0;0;-1;-1;30;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat Low;Low;Somewhat Low
0;2013-12-02;NA;M;NA;17;Lunes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Physical campaign: flyers;High;Regular;Regular;Somewhat Low
96;2013-12-02;NA;M;NA;19;Lunes;0;1;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Low;Somewhat High
0;2013-12-02;NA;M;NA;19;Lunes;0;0;NA;0;0;0;0;-1;-1;20;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat Low;Somewhat Low;High
0;2013-12-02;NA;F;NA;20;Lunes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Low;Regular;Somewhat Low;Low
0;2013-12-02;NA;F;NA;20;Lunes;0;1;MISC;0;0;0;0;0;-1;29;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Low
0;2013-12-03;Pontificia Universidad Cat;M;1991-05-11;21;Lunes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Facebook campaign;High;Regular;High;Low
48484;2013-12-03;NA;F;1991-07-24;22;Lunes;550;297;VIAJES;0;2;0;2;338;180;25;1.13804713804714;Weekly, constant;7;Through video display;High;Somewhat High;Somewhat High;High
0;2013-12-03;NA;M;NA;22;Lunes;0;1;CINE;0;0;0;0;0;-1;42;0;Not captured;1;Normal sign in;Somewhat Low;Regular;Regular;Somewhat Low
10585;2013-12-03;NA;F;1994-02-11;22;Lunes;10400;88;VIAJES;0;1;1;1;208;207;29;2.36363636363636;Weekly, constant;7;Facebook campaign;Regular;Somewhat Low;Low;High
0;2013-12-03;NA;M;NA;23;Lunes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;High;Somewhat High;Somewhat High
0;2013-12-03;NA;NA;NA;0;Martes;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Facebook campaign;Low;Somewhat High;High;Regular
228;2013-12-03;NA;NA;NA;0;Martes;0;7;MISC;0;0;0;0;1;-1;22;0.142857142857143;Lost;2;Recruited;Regular;Low;Somewhat Low;High
0;2013-12-03;NA;F;NA;12;Martes;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Through video display;Low;Low;Regular;Somewhat Low
0;2013-12-03;NA;NA;NA;12;Martes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Normal sign in;Somewhat High;Somewhat Low;Somewhat High;Regular
871;2013-12-03;NA;M;NA;12;Martes;150;4;VIDEOJUEGOS;0;1;0;1;1;0;25;0.25;Lost;2;Recruited;Somewhat High;Low;Somewhat High;Somewhat Low
63971;2013-12-03;NA;M;1984-05-22;18;Martes;63850;542;VIAJES;0;14;0;297;373;373;22;0.688191881918819;Daily, constant;5;Recruited;High;Regular;Somewhat High;High
0;2013-12-04;NA;M;NA;21;Martes;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;22;0;Not captured;1;Normal sign in;Low;Somewhat Low;Low;Low
135;2013-12-04;Universidad de Chile;F;1989-03-27;21;Martes;0;2;MISC;0;0;0;0;0;-1;26;0;Not captured;1;Facebook campaign;Low;Somewhat Low;Low;High
0;2013-12-04;NA;F;NA;21;Martes;0;1;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Low;Somewhat High
9504;2013-12-04;Universidad de Los Andes;F;1990-02-08;22;Martes;8800;28;CINE;0;1;0;11;25;20;24;0.892857142857143;Daily, for a week;4;Through video display;Somewhat Low;High;High;High
206;2013-12-04;NA;M;NA;0;Miercoles;150;4;MISC;0;1;0;1;7;0;23;1.75;Lost;2;Recruited;Regular;Low;Somewhat Low;Somewhat High
6884;2013-12-04;Universidad Tecnol;M;1986-11-14;2;Miercoles;0;58;IDEAS;0;0;0;0;13;-1;26;0.224137931034483;Daily, for a week;4;Normal sign in;High;Somewhat High;High;High
1200;2013-12-04;NA;M;NA;8;Miercoles;0;1;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Facebook campaign;Low;Low;Low;High
61673;2013-12-04;Universidad de Antofagasta;M;1992-08-19;12;Miercoles;61600;105;MISC;0;2;0;101;24;2;20;0.228571428571429;Daily, for a week;4;Facebook campaign;High;Regular;Somewhat Low;High
11799;2013-12-04;Universidad Adolfo Ib;M;1992-01-08;14;Miercoles;600;5;DEPORTES;0;1;0;1;2;2;24;0.4;Lost;2;Recruited;High;Somewhat High;Somewhat Low;Low
0;2013-12-04;NA;F;NA;15;Miercoles;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;High;Somewhat Low;Somewhat High;Low
0;2013-12-04;NA;F;NA;15;Miercoles;0;0;NA;0;0;0;0;-1;-1;33;0;Not interested/Didn't get it;0;Through video display;Low;High;Somewhat Low;High
216;2013-12-04;NA;M;1993-03-16;15;Miercoles;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;23;0;Not captured;1;Physical campaign: fair;Somewhat Low;Somewhat Low;Low;Somewhat Low
0;2013-12-04;NA;F;NA;16;Miercoles;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat High;High;High;Somewhat High
11472;2013-12-04;Universidad Nacional Andr;M;1986-05-23;17;Miercoles;10800;67;MISC;0;4;0;18;303;303;25;4.52238805970149;Weekly, constant;7;Physical campaign: fair;Somewhat Low;Regular;Low;High
300;2013-12-04;Universidad T;NA;NA;17;Miercoles;0;1;DEPORTES;0;0;0;0;0;-1;28;0;Not captured;1;Physical campaign: fair;Low;Somewhat High;Low;Regular
3107;2013-12-04;Universidad T;M;NA;17;Miercoles;2400;19;MISC;0;1;0;3;1;1;24;0.0526315789473684;Lost;2;Normal sign in;High;Low;Somewhat Low;Somewhat High
1924;2013-12-04;Universidad del Desarrollo;NA;NA;17;Miercoles;1600;14;MISC;0;2;0;2;5;5;24;0.357142857142857;Lost;2;Physical campaign: fair;Low;Low;Regular;Low
13419;2013-12-04;Universidad T;M;1989-09-20;18;Miercoles;500;43;MISC;1;2;0;2;311;211;26;7.23255813953488;Lost;2;Recruited;Somewhat High;Low;Somewhat Low;Somewhat High
4350;2013-12-05;Universidad del Desarrollo;M;1990-03-31;21;Miercoles;0;3;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Recruited;Low;Low;Low;Low
0;2013-12-05;Universidad Nacional Andr;F;1992-09-07;21;Miercoles;0;2;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Normal sign in;Somewhat Low;Regular;Somewhat Low;Somewhat Low
0;2013-12-05;NA;M;1985-11-29;21;Miercoles;0;0;NA;0;0;0;0;-1;-1;30;0;Not interested/Didn't get it;0;Through video display;Regular;Regular;High;Low
760;2013-12-05;NA;M;NA;21;Miercoles;0;3;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Facebook campaign;Low;Low;Somewhat Low;Low
4208;2013-12-05;NA;F;NA;22;Miercoles;4100;28;DEPORTES;0;2;0;24;0;0;20;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Somewhat Low;Low
0;2013-12-05;NA;M;NA;22;Miercoles;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Low;Regular;Regular
208;2013-12-05;NA;M;NA;22;Miercoles;150;2;MISC;0;1;0;1;2;-2;24;1;Lost;2;Recruited;Somewhat High;Low;Low;Somewhat High
0;2013-12-05;NA;F;NA;22;Miercoles;0;2;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Somewhat Low;Low;High
0;2013-12-05;NA;F;NA;22;Miercoles;0;4;MISC;0;0;0;0;0;-1;24;0;Not captured;1;Through video display;Low;Somewhat Low;Low;High
0;2013-12-05;NA;NA;NA;23;Miercoles;0;4;CINE;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Low;Low;Somewhat Low
136;2013-12-05;NA;M;NA;23;Miercoles;0;1;DEPORTES;0;0;0;0;0;-1;23;0;Not captured;1;Through video display;Low;Somewhat Low;Low;High
4420;2013-12-05;Pontificia Universidad Cat;M;1991-04-12;23;Miercoles;0;19;MISC;0;0;0;0;15;-1;23;0.789473684210526;Daily, for a week;4;Normal sign in;Low;Somewhat Low;Somewhat Low;High
0;2013-12-05;NA;NA;NA;1;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Normal sign in;Regular;Regular;High;Somewhat Low
25808;2013-12-05;Universidad de Valpara;M;1990-12-05;2;Jueves;15350;37;IDEAS;0;2;0;20;158;156;25;4.27027027027027;Weekly, constant;7;Physical campaign: flyers;Somewhat Low;Regular;Somewhat High;Somewhat High
0;2013-12-05;NA;M;NA;10;Jueves;0;1;DEPORTES;0;0;0;0;0;-1;21;0;Not captured;1;Physical campaign: flyers;Low;Somewhat Low;Low;Somewhat High
1016;2013-12-05;Universidad Adolfo Ib;F;1994-01-28;11;Jueves;0;3;DEPORTES;0;0;0;0;9;-1;22;3;Lost;2;Recruited;Somewhat High;Low;High;Somewhat Low
10016;2013-12-05;Universidad Adolfo Ib;M;1994-03-12;12;Jueves;10000;38;MISC;0;1;0;20;4;-5;22;0.105263157894737;Lost;2;Recruited;Low;Somewhat High;Regular;High
0;2013-12-05;NA;NA;NA;14;Jueves;0;0;NA;0;0;0;0;-1;-1;26;0;Not interested/Didn't get it;0;Through video display;Regular;Regular;Regular;Somewhat Low
0;2013-12-05;NA;M;NA;14;Jueves;0;0;NA;0;0;0;0;-1;-1;39;0;Not interested/Didn't get it;0;Normal sign in;Somewhat High;Regular;Somewhat High;Somewhat High
0;2013-12-05;NA;M;NA;14;Jueves;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;Somewhat Low;Low
0;2013-12-05;NA;NA;NA;14;Jueves;0;1;MISC;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Somewhat High;Somewhat Low;Low
576;2013-12-05;Pontificia Universidad Cat;M;1984-11-16;14;Jueves;0;5;MISC;0;0;0;0;21;-1;31;4.2;Lost;2;Physical campaign: fair;Low;Low;Somewhat Low;Somewhat Low
3352;2013-12-05;Universidad de Santiago de Chile;M;1982-03-23;15;Jueves;3300;30;IDEAS;0;2;0;15;112;104;29;3.73333333333333;Weekly, constant;7;Facebook campaign;Somewhat High;High;Somewhat Low;High
23182;2013-12-05;Universidad Tecnol;M;1985-07-26;15;Jueves;21650;90;MISC;0;9;0;61;155;154;29;1.72222222222222;Weekly, constant;7;Facebook campaign;Regular;Regular;Low;Somewhat High
0;2013-12-05;NA;M;NA;15;Jueves;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Low;Regular;High;Somewhat High
0;2013-12-05;NA;M;NA;16;Jueves;0;0;NA;0;0;0;0;-1;-1;42;0;Not interested/Didn't get it;0;Through video display;High;Regular;High;Somewhat Low
10545;2013-12-05;Universidad de Los Andes;F;1992-03-06;16;Jueves;10500;50;IDEAS;0;1;1;2;219;208;26;4.38;Weekly, constant;7;Through video display;Somewhat High;Somewhat High;Somewhat Low;High
3326;2013-12-05;NA;NA;NA;16;Jueves;2650;20;MISC;0;4;0;7;1;1;24;0.05;Lost;2;Recruited;Somewhat High;Low;Somewhat Low;Regular
832;2013-12-05;NA;F;NA;17;Jueves;0;2;MISC;0;0;0;0;0;-1;26;0;Not captured;1;Physical campaign: flyers;Low;Regular;Somewhat Low;Somewhat Low
1689;2013-12-05;NA;F;NA;17;Jueves;1600;24;DEPORTES;0;3;0;3;0;0;22;0;Not captured;1;Through video display;Low;Somewhat Low;Low;High
0;2013-12-05;NA;M;NA;18;Jueves;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;High;High;High;Low
414;2013-12-05;Universidad Finis Terrae;M;1977-01-12;18;Jueves;250;3;VIDEOJUEGOS;0;1;0;1;95;-95;39;31.6666666666667;Lost;2;Physical campaign: flyers;High;Somewhat Low;Somewhat Low;Low
0;2013-12-05;NA;M;NA;18;Jueves;0;1;MISC;0;0;0;0;0;-1;30;0;Not captured;1;Through video display;Somewhat Low;High;Low;Low
0;2013-12-05;NA;F;NA;20;Jueves;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Normal sign in;Regular;Low;Somewhat High;Somewhat High
0;2013-12-06;NA;F;NA;22;Jueves;0;1;MISC;0;0;0;0;0;-1;26;0;Not captured;1;Physical campaign: fair;Low;Somewhat Low;Somewhat Low;Low
0;2013-12-06;NA;M;NA;0;Viernes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat Low;Low;Somewhat Low
0;2013-12-06;NA;NA;NA;0;Viernes;0;1;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Through video display;Low;Low;Low;Regular
0;2013-12-06;NA;M;NA;0;Viernes;0;2;DEPORTES;0;0;0;0;0;-1;25;0;Not captured;1;Normal sign in;Regular;Low;Somewhat Low;Low
32;2013-12-06;NA;F;NA;1;Viernes;0;1;MISC;0;0;0;0;0;-1;23;0;Not captured;1;Normal sign in;Somewhat Low;Somewhat Low;Low;High
420;2013-12-06;NA;M;NA;2;Viernes;0;6;CINE;0;0;0;0;0;-1;21;0;Not captured;1;Normal sign in;High;Low;Low;High
0;2013-12-06;NA;NA;NA;9;Viernes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat Low;Somewhat Low;Somewhat Low
0;2013-12-06;NA;NA;NA;10;Viernes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Low;Somewhat High;Regular;High
0;2013-12-06;NA;M;NA;10;Viernes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;High;Low;Somewhat Low;Low
0;2013-12-06;NA;M;NA;11;Viernes;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Low;High;Low;Somewhat Low
0;2013-12-06;NA;NA;NA;13;Viernes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;High;Regular;Somewhat High;Low
1557;2013-12-06;Pontificia Universidad Cat;F;1987-04-27;14;Viernes;0;13;MISC;0;0;0;0;0;-1;28;0;Not captured;1;Normal sign in;Somewhat Low;Somewhat Low;Low;Low
3851;2013-12-06;NA;NA;NA;14;Viernes;0;109;VIAJES;0;0;0;0;7;-1;25;0.0642201834862385;Daily, for a week;4;Normal sign in;Somewhat High;Regular;Somewhat Low;High
0;2013-12-06;Pontificia Universidad Cat;F;1986-09-07;15;Viernes;0;7;DEPORTES;0;0;0;0;0;-1;29;0;Not captured;1;Through video display;Low;Low;Low;Somewhat High
0;2013-12-06;NA;F;NA;16;Viernes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Regular;Somewhat High;Somewhat Low
16;2013-12-06;NA;F;NA;17;Viernes;0;2;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Through video display;Low;Somewhat High;Low;Somewhat Low
0;2013-12-06;NA;M;NA;18;Viernes;0;2;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Facebook campaign;Low;Regular;Low;Somewhat Low
0;2013-12-06;NA;M;NA;18;Viernes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat Low;Regular;Somewhat High
13647;2013-12-06;Pontificia Universidad Cat;F;1988-12-09;18;Viernes;750;152;MISC;0;2;0;2;348;308;27;2.28947368421053;Weekly, constant;7;Facebook campaign;Somewhat Low;Somewhat High;Low;High
640;2013-12-06;NA;NA;NA;18;Viernes;500;3;MISC;0;1;0;1;1;-30;23;0.333333333333333;Lost;2;Recruited;Low;Low;Somewhat Low;Somewhat Low
0;2013-12-06;NA;NA;NA;20;Viernes;0;4;MISC;0;0;0;0;1;-1;24;0.25;Lost;2;Recruited;High;Low;Somewhat High;High
12830;2013-12-07;Universidad del Desarrollo;F;1995-10-06;22;Viernes;12800;106;VIAJES;0;3;0;31;6;5;20;0.0566037735849057;Lost;2;Recruited;Somewhat High;Low;High;Low
0;2013-12-07;NA;NA;NA;22;Viernes;0;1;DEPORTES;0;0;0;0;0;-1;22;0;Not captured;1;Physical campaign: fair;Low;Low;Low;High
0;2013-12-07;NA;F;NA;23;Viernes;0;1;MISC;0;0;0;0;0;-1;25;0;Not captured;1;Facebook campaign;Somewhat Low;Low;Somewhat Low;Regular
0;2013-12-07;NA;NA;NA;2;Sabado;0;3;CINE;0;0;0;0;0;-1;15;0;Not captured;1;Normal sign in;Somewhat Low;Regular;Low;Somewhat High
767;2013-12-07;NA;F;1995-11-28;12;Sabado;300;5;DEPORTES;0;1;0;2;1;1;20;0.2;Lost;2;Recruited;Regular;Low;Somewhat Low;High
344;2013-12-07;NA;F;NA;16;Sabado;0;5;CINE;0;0;0;0;4;-1;22;0.8;Lost;2;Normal sign in;Somewhat Low;Low;Low;High
0;2013-12-07;NA;F;NA;19;Sabado;0;0;NA;0;0;0;0;-1;-1;39;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Regular;Somewhat Low;Somewhat High
22386;2013-12-08;Universidad de Chile;F;1990-09-02;0;Domingo;18800;65;VIAJES;0;11;0;63;360;354;25;5.53846153846154;Weekly, constant;7;Physical campaign: flyers;High;Somewhat High;Low;High
0;2013-12-08;NA;NA;NA;12;Domingo;0;0;NA;0;0;0;0;-1;-1;25;0;Not interested/Didn't get it;0;Through video display;Somewhat Low;Somewhat Low;Somewhat High;Low
1563;2013-12-08;Universidad Diego Portales;F;1992-04-07;14;Domingo;1050;6;MISC;0;3;0;3;0;0;23;0;Not captured;1;Through video display;Low;Somewhat High;Low;Somewhat High
0;2013-12-08;NA;M;NA;17;Domingo;0;1;VIDEOJUEGOS;0;0;0;0;0;-1;37;0;Not captured;1;Facebook campaign;Somewhat Low;Somewhat Low;Somewhat Low;Somewhat Low
751;2013-12-08;Universidad del Pac;F;1988-06-30;18;Domingo;0;13;CINE;0;0;0;0;10;-1;22;0.769230769230769;Daily, for a week;4;Physical campaign: flyers;Somewhat Low;Regular;Somewhat Low;Somewhat High
288;2013-12-08;NA;M;NA;20;Domingo;0;3;CINE;0;0;0;0;0;-1;35;0;Not captured;1;Physical campaign: flyers;Low;Low;High;High
0;2013-12-09;NA;NA;NA;21;Domingo;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Low;Low;High
0;2013-12-09;NA;NA;NA;21;Domingo;0;0;NA;0;0;0;0;-1;-1;21;0;Not interested/Didn't get it;0;Facebook campaign;Low;Somewhat High;Somewhat Low;Somewhat Low
1962;2013-12-09;NA;M;NA;22;Domingo;0;2;DEPORTES;0;0;0;0;0;-1;25;0;Not captured;1;Through video display;Low;Regular;Somewhat Low;Somewhat Low
0;2013-12-09;NA;M;NA;22;Domingo;0;2;DEPORTES;0;0;0;0;0;-1;41;0;Not captured;1;Physical campaign: flyers;Somewhat Low;Somewhat Low;Low;High
0;2013-12-09;NA;M;NA;23;Domingo;0;1;DEPORTES;0;0;0;0;0;-1;19;0;Not captured;1;Physical campaign: flyers;Low;High;High;Regular
0;2013-12-09;NA;M;NA;23;Domingo;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Recruited;Low;Somewhat High;Regular;Low
0;2013-12-09;NA;M;NA;1;Lunes;0;1;DEPORTES;0;0;0;0;0;-1;26;0;Not captured;1;Through video display;Somewhat Low;Low;Low;High
0;2013-12-09;NA;NA;NA;9;Lunes;0;0;NA;0;0;0;0;-1;-1;26;0;Not interested/Didn't get it;0;Through video display;High;Regular;High;Somewhat Low
0;2013-12-09;NA;NA;NA;10;Lunes;0;0;NA;0;0;0;0;-1;-1;23;0;Not interested/Didn't get it;0;Through video display;Regular;Somewhat High;Low;High
7452;2013-12-09;NA;M;NA;15;Lunes;0;37;CINE;0;0;0;0;1;-1;37;0.027027027027027;Lost;2;Recruited;Low;Somewhat High;Low;Somewhat High
0;2013-12-09;NA;M;NA;15;Lunes;0;0;NA;0;0;0;0;-1;-1;22;0;Not interested/Didn't get it;0;Through video display;Somewhat High;Somewhat Low;Low;Low
3800;2013-12-09;NA;NA;NA;17;Lunes;0;6;MISC;0;0;0;0;12;-1;21;2;Lost;2;Recruited;Somewhat High;Low;Low;Regular
0;2013-12-09;NA;M;NA;17;Lunes;0;0;NA;0;0;0;0;-1;-1;24;0;Not interested/Didn't get it;0;Normal sign in;Regular;Low;High;Low
0;2013-12-09;NA;M;NA;17;Lunes;0;2;MISC;0;0;0;0;0;-1;20;0;Not captured;1;Through video display;Low;Regular;Low;Somewhat High
20416;2013-12-09;Universidad T;M;1990-02-01;20;Lunes;20350;19;MISC;0;3;1;15;45;39;24;2.36842105263158;Weekly, for a month;6;Facebook campaign;Somewhat High;Somewhat High;Somewhat Low;Somewhat High
0;2013-12-10;NA;M;NA;22;Lunes;0;2;VIDEOJUEGOS;0;0;0;0;0;-1;25;0;Not captured;1;Normal sign in;Regular;Regular;Somewhat Low;Somewhat High
